,precision,recall,f1-score,support
1,0.6650485436893204,0.6431924882629108,0.6539379474940334,213.0
2,0.5096153846153846,0.49074074074074076,0.5,216.0
3,0.42138364779874216,0.3544973544973545,0.3850574712643678,189.0
4,0.589041095890411,0.7413793103448276,0.6564885496183206,174.0
accuracy,,,,0.5542929292929293
macro avg,0.5462721679984646,0.5574524734614583,0.5488709920941804,792.0
weighted avg,0.5478117714667198,0.5542929292929293,0.5483505713620991,792.0
