,precision,recall,f1-score,support
0,0.23699421965317918,0.17672413793103448,0.20246913580246914,232.0
1,0.1239193083573487,0.27741935483870966,0.17131474103585656,155.0
2,0.5119363395225465,0.3415929203539823,0.40976645435244163,565.0
3,0.14479638009049775,0.25806451612903225,0.1855072463768116,124.0
4,0.48429319371727747,0.4363207547169811,0.4590570719602977,424.0
accuracy,,,,0.3293333333333333
macro avg,0.3003878882681699,0.29802433679394796,0.28562292990557536,1500.0
weighted avg,0.39115283256834177,0.3293333333333333,0.34845851209183404,1500.0
