,precision,recall,f1-score,support
0,0.20105820105820105,0.16379310344827586,0.18052256532066507,232.0
1,0.12087912087912088,0.2129032258064516,0.1542056074766355,155.0
2,0.5263157894736842,0.40707964601769914,0.4590818363273453,565.0
3,0.11705685618729098,0.28225806451612906,0.16548463356974,124.0
4,0.5165562913907285,0.36792452830188677,0.4297520661157024,424.0
accuracy,,,,0.328
macro avg,0.2963732517978051,0.28679171361808853,0.27780934176201766,1500.0
weighted avg,0.39752340343419396,0.328,0.3519328749559524,1500.0
