,precision,recall,f1-score,support
0.0,0.2857142857142857,0.2,0.23529411764705882,30.0
1.0,0.25,0.14814814814814814,0.18604651162790697,27.0
2.0,0.23809523809523808,0.19230769230769232,0.2127659574468085,26.0
3.0,0.1,0.13333333333333333,0.11428571428571428,30.0
4.0,0.20588235294117646,0.2413793103448276,0.2222222222222222,29.0
5.0,0.375,0.17142857142857143,0.23529411764705882,35.0
6.0,0.34375,0.28205128205128205,0.30985915492957744,39.0
7.0,0.5714285714285714,0.27586206896551724,0.37209302325581395,29.0
8.0,0.45454545454545453,0.17857142857142858,0.2564102564102564,28.0
9.0,0.25263157894736843,0.8888888888888888,0.39344262295081966,27.0
accuracy,,,,0.26666666666666666
macro avg,0.30770474816720944,0.27119707240396895,0.25377136984232374,300.0
weighted avg,0.3104449897582638,0.26666666666666666,0.2546664898115888,300.0
