,precision,recall,f1-score,support
0,0.37037037037037035,0.5405405405405406,0.4395604395604396,37.0
1,0.3263157894736842,0.4492753623188406,0.37804878048780494,69.0
2,0.2727272727272727,0.0821917808219178,0.1263157894736842,73.0
3,0.2413793103448276,0.1076923076923077,0.14893617021276598,65.0
4,0.2361111111111111,0.3148148148148148,0.2698412698412698,54.0
5,0.33774834437086093,0.8225806451612904,0.47887323943661975,62.0
6,0.18518518518518517,0.08928571428571429,0.12048192771084336,56.0
7,0.25,0.06451612903225806,0.10256410256410256,62.0
8,0.1891891891891892,0.11864406779661017,0.14583333333333334,59.0
9,0.26804123711340205,0.4126984126984127,0.32499999999999996,63.0
accuracy,,,,0.29
macro avg,0.2677067809885903,0.30022397751627067,0.2535455052620864,600.0
weighted avg,0.2657129451342714,0.29,0.24616284034458463,600.0
