,precision,recall,f1-score,support
0,0.48868175765645805,0.4986413043478261,0.49361129791526565,736.0
4,0.507343124165554,0.4973821989528796,0.5023132848645075,764.0
accuracy,,,,0.498
macro avg,0.49801244091100605,0.49801175165035283,0.49796229138988657,1500.0
weighted avg,0.498186613665091,0.498,0.49804350993474616,1500.0
