,precision,recall,f1-score,support
0,0.24401913875598086,0.5795454545454546,0.3434343434343434,176.0
1,0.20833333333333334,0.08658008658008658,0.12232415902140673,231.0
2,0.2824858757062147,0.23148148148148148,0.2544529262086514,216.0
3,0.2542372881355932,0.18907563025210083,0.21686746987951808,238.0
4,0.2549019607843137,0.07514450867052024,0.11607142857142858,173.0
5,0.24104234527687296,0.3854166666666667,0.2965931863727455,192.0
accuracy,,,,0.24796084828711257
macro avg,0.24750332366538483,0.2578739713660517,0.22495725224801563,1226.0
weighted avg,0.24712558047203265,0.24796084828711257,0.22210755627830966,1226.0
