,precision,recall,f1-score,support
0,0.3473053892215569,0.4793388429752066,0.4027777777777778,242.0
1,0.4647887323943662,0.45622119815668205,0.4604651162790698,434.0
3,0.35271317829457366,0.28,0.31217838765008576,325.0
4,0.2644230769230769,0.24444444444444444,0.2540415704387991,225.0
accuracy,,,,0.37520391517128876
macro avg,0.3573075942083934,0.3650011213940833,0.3573657130364331,1226.0
weighted avg,0.375116793885971,0.37520391517128876,0.3718853279138223,1226.0
