,precision,recall,f1-score,support
0,0.32,0.6486486486486487,0.42857142857142855,37.0
1,0.21568627450980393,0.15942028985507245,0.18333333333333332,69.0
2,0.17857142857142858,0.0684931506849315,0.099009900990099,73.0
3,0.24193548387096775,0.23076923076923078,0.2362204724409449,65.0
4,0.18055555555555555,0.24074074074074073,0.20634920634920634,54.0
5,0.35185185185185186,0.3064516129032258,0.32758620689655177,62.0
6,0.2830188679245283,0.26785714285714285,0.2752293577981651,56.0
7,0.2,0.06451612903225806,0.0975609756097561,62.0
8,0.19444444444444445,0.3559322033898305,0.25149700598802394,59.0
9,0.2077922077922078,0.25396825396825395,0.2285714285714286,63.0
accuracy,,,,0.23833333333333334
macro avg,0.23738561145207884,0.25967974028493357,0.23339293165489378,600.0
weighted avg,0.2331014606837056,0.23833333333333334,0.22207057697720065,600.0
