,precision,recall,f1-score,support
0,0.4523809523809524,0.5135135135135135,0.48101265822784806,37.0
1,0.3064516129032258,0.2753623188405797,0.2900763358778626,69.0
2,0.18181818181818182,0.136986301369863,0.15625,73.0
3,0.13636363636363635,0.046153846153846156,0.06896551724137931,65.0
4,0.21428571428571427,0.1111111111111111,0.14634146341463417,54.0
5,0.3698630136986301,0.8709677419354839,0.5192307692307693,62.0
6,0.3055555555555556,0.19642857142857142,0.2391304347826087,56.0
7,0.0625,0.016129032258064516,0.02564102564102564,62.0
8,0.2153846153846154,0.23728813559322035,0.22580645161290325,59.0
9,0.265625,0.5396825396825397,0.35602094240837695,63.0
accuracy,,,,0.285
macro avg,0.2510228282390512,0.2943623111886793,0.2508475598437408,600.0
weighted avg,0.24158455667388087,0.285,0.24088239803641534,600.0
