,precision,recall,f1-score,support
0,0.20207253886010362,0.13541666666666666,0.16216216216216217,288.0
1,0.21637426900584794,0.1284722222222222,0.16122004357298475,288.0
2,0.20270270270270271,0.24271844660194175,0.22091310751104565,309.0
3,0.21671826625386997,0.22580645161290322,0.2211690363349131,310.0
4,0.2325056433408578,0.3377049180327869,0.27540106951871657,305.0
accuracy,,,,0.216
macro avg,0.21407468403267643,0.21402374102730412,0.2081730838199644,1500.0
weighted avg,0.21416313303879367,0.216,0.2093039686264447,1500.0
