,precision,recall,f1-score,support
0,0.5051698670605613,0.46467391304347827,0.4840764331210191,736.0
4,0.5212636695018226,0.5615183246073299,0.5406427221172023,764.0
accuracy,,,,0.514
macro avg,0.5132167682811919,0.5130961188254041,0.5123595776191108,1500.0
weighted avg,0.513366977103977,0.514,0.5128875296497417,1500.0
