,precision,recall,f1-score,support
0,0.6533333333333333,0.8166666666666667,0.725925925925926,60.0
1,0.4027777777777778,0.5,0.4461538461538462,58.0
2,0.3793103448275862,0.21568627450980393,0.275,51.0
3,0.4594594594594595,0.34,0.39080459770114945,50.0
4,0.5294117647058824,0.1232876712328767,0.2,73.0
5,0.5084745762711864,0.5084745762711864,0.5084745762711864,59.0
6,0.2459016393442623,0.23076923076923078,0.2380952380952381,65.0
7,0.18699186991869918,0.4107142857142857,0.25698324022346364,56.0
8,0.30612244897959184,0.2459016393442623,0.27272727272727276,61.0
9,0.46153846153846156,0.5373134328358209,0.496551724137931,67.0
accuracy,,,,0.39
macro avg,0.41333216761562397,0.3928813777344134,0.3810716421236014,600.0
weighted avg,0.41596278012912774,0.39,0.37895048266640924,600.0
