,precision,recall,f1-score,support
0,0.5360824742268041,0.8666666666666667,0.6624203821656052,60.0
1,0.6,0.3103448275862069,0.4090909090909091,58.0
2,0.4,0.11764705882352941,0.1818181818181818,51.0
3,0.43137254901960786,0.44,0.4356435643564357,50.0
4,0.625,0.410958904109589,0.49586776859504134,73.0
5,0.6956521739130435,0.5423728813559322,0.6095238095238096,59.0
6,0.3333333333333333,0.18461538461538463,0.23762376237623767,65.0
7,0.23711340206185566,0.4107142857142857,0.3006535947712418,56.0
8,0.36666666666666664,0.36065573770491804,0.36363636363636365,61.0
9,0.275,0.4925373134328358,0.3529411764705882,67.0
accuracy,,,,0.4166666666666667
macro avg,0.4500220599221311,0.41365130600093486,0.4049219512804414,600.0
weighted avg,0.4522312300237591,0.4166666666666667,0.4079977931401558,600.0
