,precision,recall,f1-score,support
0,0.3582554517133956,0.5424528301886793,0.43151969981238275,212.0
1,0.3609022556390977,0.2096069868995633,0.26519337016574585,458.0
2,0.31208053691275167,0.25977653631284914,0.2835365853658537,358.0
3,0.27634194831013914,0.4982078853046595,0.35549872122762144,279.0
4,0.17857142857142858,0.10362694300518134,0.13114754098360654,193.0
accuracy,,,,0.30866666666666664
macro avg,0.2972303242293626,0.32273423634218645,0.29337918351104203,1500.0
weighted avg,0.3096879402356842,0.30866666666666664,0.2926283040596365,1500.0
