,precision,recall,f1-score,support
0,0.5048543689320388,0.4945652173913043,0.49965682910089226,736.0
4,0.5224646983311938,0.5327225130890052,0.5275437459494491,764.0
accuracy,,,,0.514
macro avg,0.5136595336316163,0.5136438652401547,0.5136002875251706,1500.0
weighted avg,0.5138238967060085,0.514,0.5138605654157572,1500.0
