,precision,recall,f1-score,support
0,0.2912621359223301,0.09933774834437085,0.14814814814814814,302.0
1,0.1902834008097166,0.15666666666666668,0.17184643510054845,300.0
2,0.24379562043795622,0.5604026845637584,0.3397761953204476,298.0
3,0.17063492063492064,0.14527027027027026,0.15693430656934307,296.0
4,0.27230046948356806,0.19078947368421054,0.22437137330754353,304.0
accuracy,,,,0.23
macro avg,0.2336553094576983,0.23049336870585538,0.20821529168920616,1500.0
weighted avg,0.23398970627527382,0.23,0.20813961980427828,1500.0
