,precision,recall,f1-score,support
0,0.36486486486486486,0.45,0.4029850746268656,60.0
1,0.33783783783783783,0.43103448275862066,0.3787878787878788,58.0
2,0.2463768115942029,0.3333333333333333,0.2833333333333333,51.0
3,0.35135135135135137,0.26,0.2988505747126437,50.0
4,0.29310344827586204,0.2328767123287671,0.2595419847328244,73.0
5,0.25925925925925924,0.23728813559322035,0.24778761061946902,59.0
6,0.47368421052631576,0.13846153846153847,0.2142857142857143,65.0
7,0.3,0.26785714285714285,0.2830188679245283,56.0
8,0.26153846153846155,0.2786885245901639,0.2698412698412698,61.0
9,0.31,0.4626865671641791,0.3712574850299401,67.0
accuracy,,,,0.30833333333333335
macro avg,0.31980162452481553,0.30922264370869657,0.3009689793894467,600.0
weighted avg,0.32104239883974883,0.30833333333333335,0.3003659351410907,600.0
