,precision,recall,f1-score,support
0,0.3380281690140845,0.6486486486486487,0.4444444444444444,37.0
1,0.3064516129032258,0.2753623188405797,0.2900763358778626,69.0
2,0.0945945945945946,0.0958904109589041,0.09523809523809525,73.0
3,0.2,0.16923076923076924,0.18333333333333335,65.0
4,0.3617021276595745,0.3148148148148148,0.33663366336633666,54.0
5,0.32894736842105265,0.4032258064516129,0.3623188405797101,62.0
6,0.23684210526315788,0.16071428571428573,0.19148936170212766,56.0
7,0.18181818181818182,0.06451612903225806,0.09523809523809523,62.0
8,0.16393442622950818,0.1694915254237288,0.16666666666666666,59.0
9,0.1702127659574468,0.25396825396825395,0.2038216560509554,63.0
accuracy,,,,0.23666666666666666
macro avg,0.23825313518608268,0.2555862963083856,0.23692604924976274,600.0
weighted avg,0.23069280209215942,0.23666666666666666,0.2254550150023556,600.0
