,precision,recall,f1-score,support
0,0.23255813953488372,0.5405405405405406,0.3252032520325203,37.0
1,0.3492063492063492,0.3188405797101449,0.3333333333333333,69.0
2,0.1111111111111111,0.0410958904109589,0.06,73.0
3,0.2702702702702703,0.3076923076923077,0.28776978417266186,65.0
4,0.20930232558139536,0.16666666666666666,0.18556701030927836,54.0
5,0.3375,0.43548387096774194,0.38028169014084506,62.0
6,0.203125,0.23214285714285715,0.21666666666666665,56.0
7,0.125,0.03225806451612903,0.05128205128205128,62.0
8,0.1839080459770115,0.2711864406779661,0.2191780821917808,59.0
9,0.13333333333333333,0.12698412698412698,0.13008130081300814,63.0
accuracy,,,,0.23333333333333334
macro avg,0.21553145750143546,0.24728913453094403,0.21893631709421454,600.0
weighted avg,0.2149691137179108,0.23333333333333334,0.21359181492535798,600.0
