,precision,recall,f1-score,support
0,0.6251728907330567,0.6091644204851752,0.6170648464163823,742.0
4,0.6267696267696268,0.6424802110817942,0.634527687296417,758.0
accuracy,,,,0.626
macro avg,0.6259712587513417,0.6258223157834847,0.6257962668563997,1500.0
weighted avg,0.6259797746768702,0.626,0.6258894020077598,1500.0
