,precision,recall,f1-score,support
0,0.5834502103786816,0.5606469002695418,0.5718213058419244,742.0
4,0.5857687420584498,0.6081794195250659,0.5967637540453075,758.0
accuracy,,,,0.5846666666666667
macro avg,0.5846094762185656,0.5844131598973039,0.5842925299436159,1500.0
weighted avg,0.5846218417208577,0.5846666666666667,0.5844255563340339,1500.0
