,precision,recall,f1-score,support
0,0.24390243902439024,0.31746031746031744,0.27586206896551724,63.0
1,0.2926829268292683,0.45569620253164556,0.3564356435643564,79.0
3,0.5,0.31683168316831684,0.3878787878787879,101.0
4,0.16129032258064516,0.08771929824561403,0.11363636363636363,57.0
accuracy,,,,0.31
macro avg,0.29946892210857595,0.2944268753514735,0.2834532160112563,300.0
weighted avg,0.3272711775504851,0.31,0.3039691882981401,300.0
