,precision,recall,f1-score,support
0,0.22857142857142856,0.6486486486486487,0.3380281690140845,37.0
1,0.22857142857142856,0.11594202898550725,0.15384615384615385,69.0
2,0.3157894736842105,0.3287671232876712,0.3221476510067114,73.0
3,0.14285714285714285,0.015384615384615385,0.02777777777777778,65.0
4,0.336283185840708,0.7037037037037037,0.4550898203592814,54.0
5,0.40816326530612246,0.3225806451612903,0.3603603603603604,62.0
6,0.3157894736842105,0.21428571428571427,0.2553191489361702,56.0
7,0.3125,0.24193548387096775,0.2727272727272727,62.0
8,0.359375,0.3898305084745763,0.37398373983739835,59.0
9,0.4,0.4126984126984127,0.40625,63.0
accuracy,,,,0.31833333333333336
macro avg,0.3047900398515252,0.33937768845011074,0.29655300938652107,600.0
weighted avg,0.3058244455065445,0.31833333333333336,0.29037951248269617,600.0
