,precision,recall,f1-score,support
0,0.5245901639344263,0.49934980494148246,0.5116588940706196,769.0
4,0.4986979166666667,0.5239398084815321,0.5110073382254836,731.0
accuracy,,,,0.5113333333333333
macro avg,0.5116440403005464,0.5116448067115072,0.5113331161480517,1500.0
weighted avg,0.5119720087659381,0.5113333333333333,0.5113413691887567,1500.0
