,precision,recall,f1-score,support
0,0,0,0,1384
1,0.05,0.12,0.07,155
2,0.03,0.01,0.02,168
3,0.09,0.09,0.09,129
4,0.05,0.10,0.07,149
5,0.06,0.15,0.09,118
6,0.05,0.03,0.04,144
7,0.03,0.08,0.05,119
8,0.04,0.14,0.06,148
9,0.06,0.21,0.10,135
10,0.06,0.11,0.08,131
accuracy,,,,0.051438849
macro avg,0.05,0.10,0.06,2780
weighted avg,0.03,0.05,0.03,2780
