,precision,recall,f1-score,support
0,0.4387755102040816,0.7166666666666667,0.5443037974683543,60.0
1,0.42857142857142855,0.3620689655172414,0.39252336448598135,58.0
2,0.6071428571428571,0.3333333333333333,0.430379746835443,51.0
3,0.3269230769230769,0.34,0.3333333333333333,50.0
4,0.45121951219512196,0.5068493150684932,0.4774193548387097,73.0
5,0.5384615384615384,0.23728813559322035,0.32941176470588235,59.0
6,0.45,0.27692307692307694,0.34285714285714286,65.0
7,0.3176470588235294,0.48214285714285715,0.38297872340425526,56.0
8,0.23529411764705882,0.19672131147540983,0.21428571428571427,61.0
9,0.4606741573033708,0.6119402985074627,0.5256410256410257,67.0
accuracy,,,,0.4116666666666667
macro avg,0.42547092572720635,0.4063933960227762,0.39731339678558425,600.0
weighted avg,0.42576452199869347,0.4116666666666667,0.40058237308360867,600.0
