,precision,recall,f1-score,support
0,0.5148514851485149,0.8666666666666667,0.6459627329192547,60.0
1,0.6333333333333333,0.3275862068965517,0.43181818181818177,58.0
2,0.24074074074074073,0.2549019607843137,0.24761904761904763,51.0
3,0.4186046511627907,0.36,0.38709677419354843,50.0
4,0.5614035087719298,0.4383561643835616,0.49230769230769234,73.0
5,0.673469387755102,0.559322033898305,0.611111111111111,59.0
6,0.35714285714285715,0.23076923076923078,0.28037383177570097,65.0
7,0.3373493975903614,0.5,0.4028776978417266,56.0
8,0.4117647058823529,0.3442622950819672,0.37499999999999994,61.0
9,0.4222222222222222,0.5671641791044776,0.4840764331210191,67.0
accuracy,,,,0.4483333333333333
macro avg,0.4570882289750206,0.4449028737585074,0.4358243502707283,600.0
weighted avg,0.46176995120520303,0.4483333333333333,0.4397903615275688,600.0
