,precision,recall,f1-score,support
0,0.30454545454545456,0.21753246753246752,0.2537878787878788,308.0
1,0.2688821752265861,0.28343949044585987,0.27596899224806204,314.0
2,0.25980392156862747,0.3569023569023569,0.300709219858156,297.0
3,0.1895424836601307,0.19594594594594594,0.19269102990033224,296.0
4,0.26382978723404255,0.21754385964912282,0.23846153846153847,285.0
accuracy,,,,0.25466666666666665
macro avg,0.2573207644469683,0.25427282409515056,0.2523237318511935,1500.0
weighted avg,0.2577912215014208,0.25466666666666665,0.2527531012283115,1500.0
