,precision,recall,f1-score,support
0,0.5550314465408805,0.4796195652173913,0.5145772594752187,736.0
4,0.5567129629629629,0.6295811518324608,0.5909090909090909,764.0
accuracy,,,,0.556
macro avg,0.5558722047519218,0.5546003585249261,0.5527431751921548,1500.0
weighted avg,0.5558878989051945,0.556,0.553455605618871,1500.0
