,precision,recall,f1-score,support
0,0.25316455696202533,0.38461538461538464,0.30534351145038174,52.0
1,0.3404255319148936,0.22857142857142856,0.2735042735042735,70.0
2,0.23529411764705882,0.16666666666666666,0.19512195121951217,72.0
3,0.0,0.0,0.0,56.0
4,0.3798449612403101,0.7538461538461538,0.5051546391752577,65.0
5,0.21818181818181817,0.17647058823529413,0.1951219512195122,68.0
6,0.0,0.0,0.0,47.0
7,0.3584905660377358,0.2878787878787879,0.31932773109243695,66.0
8,0.3448275862068966,0.19607843137254902,0.25,51.0
9,0.3013698630136986,0.8301886792452831,0.4422110552763819,53.0
accuracy,,,,0.30333333333333334
macro avg,0.24315990012044372,0.30243161204315483,0.2485785112937756,600.0
weighted avg,0.25113498963068037,0.30333333333333334,0.25406350439931924,600.0
