,precision,recall,f1-score,support
0,0.35185185185185186,0.36538461538461536,0.3584905660377358,52.0
1,0.2545454545454545,0.2,0.22399999999999998,70.0
2,0.42857142857142855,0.041666666666666664,0.0759493670886076,72.0
3,0.21428571428571427,0.05357142857142857,0.08571428571428572,56.0
4,0.4117647058823529,0.8615384615384616,0.5572139303482587,65.0
5,0.3064516129032258,0.27941176470588236,0.29230769230769227,68.0
6,0.16666666666666666,0.02127659574468085,0.03773584905660377,47.0
7,0.39705882352941174,0.4090909090909091,0.4029850746268657,66.0
8,0.2972972972972973,0.21568627450980393,0.25000000000000006,51.0
9,0.2236024844720497,0.6792452830188679,0.33644859813084116,53.0
accuracy,,,,0.315
macro avg,0.30520960400054536,0.31268719992313165,0.2620845363310891,600.0
weighted avg,0.31271224342808096,0.315,0.26606344657645004,600.0
