,precision,recall,f1-score,support
0,0.20930232558139536,0.17307692307692307,0.18947368421052632,52.0
1,0.2087912087912088,0.2714285714285714,0.2360248447204969,70.0
2,0.18309859154929578,0.18055555555555555,0.1818181818181818,72.0
3,0.07142857142857142,0.017857142857142856,0.028571428571428574,56.0
4,0.3893805309734513,0.676923076923077,0.4943820224719102,65.0
5,0.2571428571428571,0.2647058823529412,0.2608695652173913,68.0
6,0.0,0.0,0.0,47.0
7,0.32727272727272727,0.2727272727272727,0.2975206611570248,66.0
8,0.3157894736842105,0.23529411764705882,0.26966292134831465,51.0
9,0.2815533980582524,0.5471698113207547,0.37179487179487175,53.0
accuracy,,,,0.27166666666666667
macro avg,0.22437596844819702,0.2639738353889297,0.23301181813101463,600.0
weighted avg,0.230175410318562,0.27166666666666667,0.24005590421000647,600.0
