,precision,recall,f1-score,support
0,0.4340836012861736,0.5152671755725191,0.4712041884816754,262.0
1,0.62882096069869,0.3573200992555831,0.45569620253164556,403.0
6,0.2777777777777778,0.4819277108433735,0.3524229074889868,83.0
7,0.17592592592592593,0.4318181818181818,0.25,44.0
accuracy,,,,0.42676767676767674
macro avg,0.37915206642214183,0.4465832918724144,0.38233082462557694,792.0
weighted avg,0.5024508169126841,0.42676767676767674,0.4385759701061086,792.0
