,precision,recall,f1-score,support
0,0.6477987421383647,0.6666666666666666,0.6570972886762361,309.0
4,0.6347517730496454,0.6151202749140894,0.62478184991274,291.0
accuracy,,,,0.6416666666666667
macro avg,0.641275257594005,0.640893470790378,0.640939569294488,600.0
weighted avg,0.6414709621303359,0.6416666666666667,0.6414243008759405,600.0
