,precision,recall,f1-score,support
0,0.23689320388349513,0.4236111111111111,0.3038605230386052,288.0
1,0.136,0.0576271186440678,0.08095238095238096,295.0
2,0.2638121546961326,0.593167701863354,0.3652007648183556,322.0
3,0.21739130434782608,0.047619047619047616,0.078125,315.0
4,0.31343283582089554,0.075,0.12103746397694524,280.0
accuracy,,,,0.244
macro avg,0.23350589974966987,0.2394049958475161,0.1898352265572574,1500.0
weighted avg,0.2330214742866782,0.244,0.19165819613408389,1500.0
