,precision,recall,f1-score,support
0,0.38557993730407525,0.492,0.43233743409490333,250.0
1,0.48223350253807107,0.4567307692307692,0.4691358024691358,416.0
3,0.35294117647058826,0.2727272727272727,0.3076923076923077,308.0
4,0.34615384615384615,0.379746835443038,0.36217303822937624,237.0
accuracy,,,,0.40214698596201487
macro avg,0.3917271156166452,0.40030121935026997,0.3928346456214307,1211.0
weighted avg,0.402765041513839,0.40214698596201487,0.3995450810738887,1211.0
