,precision,recall,f1-score,support
0.0,0.17391304347826086,0.4,0.24242424242424243,30.0
1.0,0.15254237288135594,0.3333333333333333,0.20930232558139536,27.0
2.0,1.0,0.11538461538461539,0.20689655172413793,26.0
3.0,0.0,0.0,0.0,30.0
4.0,0.125,0.10344827586206896,0.11320754716981132,29.0
5.0,0.3333333333333333,0.02857142857142857,0.05263157894736842,35.0
6.0,0.0,0.0,0.0,39.0
7.0,0.3333333333333333,0.034482758620689655,0.0625,29.0
8.0,0.5,0.03571428571428571,0.06666666666666667,28.0
9.0,0.17647058823529413,0.8888888888888888,0.294478527607362,27.0
accuracy,,,,0.18
macro avg,0.2794592671261577,0.19398235863753105,0.12481074401209842,300.0
weighted avg,0.26353024862610236,0.18,0.11686137150466801,300.0
