,precision,recall,f1-score,support
0,0.29457364341085274,0.3064516129032258,0.3003952569169961,248.0
1,0.4068965517241379,0.27251732101616627,0.326417704011065,433.0
2,0.27303754266211605,0.23460410557184752,0.25236593059936907,341.0
3,0.26857142857142857,0.2946708463949843,0.28101644245142,319.0
4,0.16181229773462782,0.31446540880503143,0.21367521367521364,159.0
accuracy,,,,0.2786666666666667
macro avg,0.28097829282063264,0.284541858938251,0.27477410953081277,1500.0
weighted avg,0.30249914237621084,0.2786666666666667,0.28367485066863535,1500.0
