,precision,recall,f1-score,support
0.0,0.33962264150943394,0.6,0.43373493975903615,30.0
1.0,0.23404255319148937,0.4074074074074074,0.2972972972972973,27.0
2.0,0.26666666666666666,0.15384615384615385,0.1951219512195122,26.0
3.0,0.16666666666666666,0.1,0.125,30.0
4.0,0.30303030303030304,0.3448275862068966,0.3225806451612903,29.0
5.0,0.4782608695652174,0.3142857142857143,0.3793103448275862,35.0
6.0,0.4166666666666667,0.1282051282051282,0.19607843137254902,39.0
7.0,0.4,0.4827586206896552,0.4375,29.0
8.0,0.4666666666666667,0.25,0.32558139534883723,28.0
9.0,0.46938775510204084,0.8518518518518519,0.6052631578947368,27.0
accuracy,,,,0.35333333333333333
macro avg,0.3541010789065151,0.3633182462492807,0.33174681628808456,300.0
weighted avg,0.3585276893062324,0.35333333333333333,0.32761963295534374,300.0
