,precision,recall,f1-score,support
0,0.16883116883116883,0.20634920634920634,0.18571428571428572,63.0
1,0.25773195876288657,0.31645569620253167,0.2840909090909091,79.0
3,0.2857142857142857,0.1188118811881188,0.16783216783216784,101.0
4,0.14285714285714285,0.21052631578947367,0.1702127659574468,57.0
accuracy,,,,0.20666666666666667
macro avg,0.213783639041371,0.21303577488233263,0.20196253214870238,300.0
weighted avg,0.22665729459543893,0.20666666666666667,0.20265452809601747,300.0
