,precision,recall,f1-score,support
0,0.5,0.23076923076923078,0.3157894736842105,52.0
1,0.3181818181818182,0.3,0.30882352941176466,70.0
2,0.2459016393442623,0.20833333333333334,0.2255639097744361,72.0
3,0.34285714285714286,0.42857142857142855,0.38095238095238093,56.0
4,0.3111111111111111,0.4307692307692308,0.36129032258064514,65.0
5,0.7272727272727273,0.23529411764705882,0.3555555555555555,68.0
6,0.410958904109589,0.6382978723404256,0.4999999999999999,47.0
7,0.3076923076923077,0.18181818181818182,0.2285714285714286,66.0
8,0.4,0.43137254901960786,0.41509433962264153,51.0
9,0.34,0.6415094339622641,0.4444444444444445,53.0
accuracy,,,,0.3566666666666667
macro avg,0.3903975650568958,0.37267353782307616,0.3536085384597507,600.0
weighted avg,0.38816195630520806,0.3566666666666667,0.3443089407250658,600.0
