,precision,recall,f1-score,support
0,0.7300613496932515,0.7702265372168284,0.7496062992125984,309.0
4,0.7408759124087592,0.697594501718213,0.7185840707964601,291.0
accuracy,,,,0.735
macro avg,0.7354686310510054,0.7339105194675207,0.7340951850045292,600.0
weighted avg,0.7353064126102727,0.735,0.7345605184307713,600.0
