,precision,recall,f1-score,support
0,0.49019607843137253,0.4807692307692308,0.4854368932038835,52.0
1,0.4098360655737705,0.35714285714285715,0.38167938931297707,70.0
2,0.4222222222222222,0.2638888888888889,0.3247863247863248,72.0
3,0.39285714285714285,0.5892857142857143,0.4714285714285714,56.0
4,0.25396825396825395,0.24615384615384617,0.25,65.0
5,0.5531914893617021,0.38235294117647056,0.4521739130434782,68.0
6,0.38461538461538464,0.6382978723404256,0.48000000000000004,47.0
7,0.3333333333333333,0.10606060606060606,0.16091954022988506,66.0
8,0.20967741935483872,0.2549019607843137,0.2300884955752212,51.0
9,0.375,0.6226415094339622,0.4680851063829787,53.0
accuracy,,,,0.37833333333333335
macro avg,0.3824897389718021,0.39414954270363156,0.370459823396332,600.0
weighted avg,0.385581916528579,0.37833333333333335,0.3641107178964813,600.0
