,precision,recall,f1-score,support
0,0.7292576419213974,0.6514954486345904,0.6881868131868132,769.0
4,0.6703567035670357,0.7455540355677155,0.7059585492227979,731.0
accuracy,,,,0.6973333333333334
macro avg,0.6998071727442166,0.6985247421011529,0.6970726812048056,1500.0
weighted avg,0.7005532512967052,0.6973333333333334,0.6968475725483498,1500.0
