,precision,recall,f1-score,support
0,0.23880597014925373,0.8648648648648649,0.3742690058479532,37.0
1,0.2727272727272727,0.08695652173913043,0.13186813186813187,69.0
2,0.4423076923076923,0.3150684931506849,0.368,73.0
3,0.14285714285714285,0.015384615384615385,0.02777777777777778,65.0
4,0.38144329896907214,0.6851851851851852,0.490066225165563,54.0
5,0.43548387096774194,0.43548387096774194,0.43548387096774194,62.0
6,0.041666666666666664,0.017857142857142856,0.025,56.0
7,0.35443037974683544,0.45161290322580644,0.3971631205673759,62.0
8,0.5111111111111111,0.3898305084745763,0.4423076923076923,59.0
9,0.3333333333333333,0.4126984126984127,0.36879432624113473,63.0
accuracy,,,,0.34
macro avg,0.3154166738836123,0.36749425185481605,0.3060730150743371,600.0
weighted avg,0.3204828151923377,0.34,0.3007238265071566,600.0
