,precision,recall,f1-score,support
0,0.46153846153846156,0.7,0.5562913907284769,60.0
1,0.40350877192982454,0.39655172413793105,0.4,58.0
2,0.5,0.23529411764705882,0.31999999999999995,51.0
3,0.4444444444444444,0.24,0.3116883116883117,50.0
4,0.4666666666666667,0.4794520547945205,0.4729729729729729,73.0
5,0.35384615384615387,0.3898305084745763,0.3709677419354839,59.0
6,0.55,0.3384615384615385,0.41904761904761906,65.0
7,0.42424242424242425,0.5,0.4590163934426229,56.0
8,0.2982456140350877,0.2786885245901639,0.288135593220339,61.0
9,0.40816326530612246,0.5970149253731343,0.48484848484848486,67.0
accuracy,,,,0.42333333333333334
macro avg,0.43106558020091856,0.4155293393478924,0.40829685078843114,600.0
weighted avg,0.43134854236545966,0.42333333333333334,0.41316692628586005,600.0
