,precision,recall,f1-score,support
0,0.4731182795698925,0.7333333333333333,0.5751633986928104,60.0
1,0.40425531914893614,0.3275862068965517,0.3619047619047619,58.0
2,0.1111111111111111,0.0196078431372549,0.03333333333333333,51.0
3,0.46808510638297873,0.44,0.4536082474226804,50.0
4,0.43548387096774194,0.3698630136986301,0.4,73.0
5,0.0,0.0,0.0,59.0
6,0.5294117647058824,0.4153846153846154,0.4655172413793104,65.0
7,0.23728813559322035,0.5,0.3218390804597701,56.0
8,0.3333333333333333,0.36065573770491804,0.3464566929133858,61.0
9,0.29906542056074764,0.47761194029850745,0.367816091954023,67.0
accuracy,,,,0.37
macro avg,0.32911523413738447,0.3644042690453811,0.3325638848060075,600.0
weighted avg,0.33460961110216453,0.37,0.33856639684536205,600.0
