,precision,recall,f1-score,support
0,0.5151515151515151,0.85,0.6415094339622641,60.0
1,0.24528301886792453,0.22413793103448276,0.23423423423423423,58.0
2,0.1,0.058823529411764705,0.07407407407407408,51.0
3,0.20754716981132076,0.22,0.21359223300970873,50.0
4,0.4,0.0547945205479452,0.09638554216867469,73.0
5,0.5172413793103449,0.5084745762711864,0.5128205128205129,59.0
6,0.2073170731707317,0.26153846153846155,0.2312925170068027,65.0
7,0.21951219512195122,0.32142857142857145,0.2608695652173913,56.0
8,0.08,0.06557377049180328,0.07207207207207207,61.0
9,0.37349397590361444,0.4626865671641791,0.41333333333333333,67.0
accuracy,,,,0.30333333333333334
macro avg,0.28655463273374027,0.30274579278883945,0.27501835178990686,600.0
weighted avg,0.2933374915696265,0.30333333333333334,0.27593089145608996,600.0
