,precision,recall,f1-score,support
0,0.8056338028169014,0.7438231469440832,0.7734956051386072,769.0
4,0.7506329113924051,0.811217510259918,0.779750164365549,731.0
accuracy,,,,0.7766666666666666
macro avg,0.7781333571046533,0.7775203286020006,0.7766228847520781,1500.0
weighted avg,0.7788300350626969,0.7766666666666666,0.7765436603352035,1500.0
