,precision,recall,f1-score,support
0,0.21621621621621623,0.1245136186770428,0.1580246913580247,257.0
1,0.1368421052631579,0.07878787878787878,0.1,165.0
2,0.42857142857142855,0.017578125,0.03377110694183865,512.0
3,0.11298076923076923,0.6308724832214765,0.1916411824668705,149.0
4,0.40594059405940597,0.3932853717026379,0.3995127892813642,417.0
accuracy,,,,0.208
macro avg,0.2601102226681956,0.2490074954778072,0.1765899540096196,1500.0
weighted avg,0.322457632468478,0.208,0.17970301450075085,1500.0
