,precision,recall,f1-score,support
0,0.22413793103448276,0.16883116883116883,0.1925925925925926,308.0
1,0.19494584837545126,0.17197452229299362,0.18274111675126903,314.0
2,0.1890547263681592,0.2558922558922559,0.21745350500715308,297.0
3,0.1834862385321101,0.20270270270270271,0.1926163723916533,296.0
4,0.18702290076335878,0.17192982456140352,0.17915904936014626,285.0
accuracy,,,,0.194
macro avg,0.19572952901471244,0.19426609485610494,0.19291252722056285,1500.0
weighted avg,0.196006790801945,0.194,0.19290513030740836,1500.0
