,precision,recall,f1-score,support
0,0.3188405797101449,0.5945945945945946,0.4150943396226415,37.0
1,0.30612244897959184,0.21739130434782608,0.25423728813559326,69.0
2,0.14925373134328357,0.136986301369863,0.14285714285714285,73.0
3,0.2911392405063291,0.35384615384615387,0.3194444444444444,65.0
4,0.23076923076923078,0.1111111111111111,0.15,54.0
5,0.3739130434782609,0.6935483870967742,0.48587570621468923,62.0
6,0.375,0.21428571428571427,0.2727272727272727,56.0
7,0.0,0.0,0.0,62.0
8,0.15,0.2542372881355932,0.18867924528301885,59.0
9,0.27419354838709675,0.2698412698412698,0.272,63.0
accuracy,,,,0.27166666666666667
macro avg,0.24692318231739377,0.28458421246289,0.2500915439284803,600.0
weighted avg,0.24251244025902668,0.27166666666666667,0.24309736715765012,600.0
