,precision,recall,f1-score,support
0,0.2465753424657534,0.4864864864864865,0.32727272727272727,37.0
1,0.3090909090909091,0.2463768115942029,0.2741935483870968,69.0
2,0.13953488372093023,0.0821917808219178,0.10344827586206896,73.0
3,0.17073170731707318,0.2153846153846154,0.19047619047619047,65.0
4,0.3181818181818182,0.12962962962962962,0.1842105263157895,54.0
5,0.4351851851851852,0.7580645161290323,0.5529411764705883,62.0
6,0.4,0.07142857142857142,0.12121212121212122,56.0
7,0.16666666666666666,0.06451612903225806,0.09302325581395349,62.0
8,0.19718309859154928,0.23728813559322035,0.2153846153846154,59.0
9,0.21428571428571427,0.38095238095238093,0.27428571428571424,63.0
accuracy,,,,0.25833333333333336
macro avg,0.25974353255056,0.26723190570523153,0.2336448151480866,600.0
weighted avg,0.25627433949879613,0.25833333333333336,0.22955642764158218,600.0
