,precision,recall,f1-score,support
0,0.38181818181818183,0.5675675675675675,0.4565217391304348,37.0
1,0.30275229357798167,0.4782608695652174,0.3707865168539326,69.0
2,0.09375,0.0410958904109589,0.05714285714285714,73.0
3,0.37037037037037035,0.15384615384615385,0.2173913043478261,65.0
4,0.20967741935483872,0.24074074074074073,0.22413793103448276,54.0
5,0.375,0.7741935483870968,0.5052631578947367,62.0
6,0.19444444444444445,0.125,0.15217391304347827,56.0
7,0.25,0.03225806451612903,0.05714285714285715,62.0
8,0.22916666666666666,0.1864406779661017,0.205607476635514,59.0
9,0.2631578947368421,0.3968253968253968,0.31645569620253167,63.0
accuracy,,,,0.28833333333333333
macro avg,0.26701372709693255,0.29962289098253625,0.2562623449428651,600.0
weighted avg,0.26166042549005347,0.28833333333333333,0.24723224614277867,600.0
