,precision,recall,f1-score,support
0,0.23577235772357724,0.24369747899159663,0.23966942148760334,119.0
1,0.2857142857142857,0.14814814814814814,0.1951219512195122,135.0
2,0.2631578947368421,0.44715447154471544,0.33132530120481923,123.0
3,0.21505376344086022,0.19607843137254902,0.20512820512820512,102.0
4,0.26666666666666666,0.23140495867768596,0.24778761061946905,121.0
accuracy,,,,0.25333333333333335
macro avg,0.25327299365644634,0.2532966977469391,0.24380649793192175,600.0
weighted avg,0.2553315178846671,0.25333333333333335,0.24420085737980732,600.0
