,precision,recall,f1-score,support
0,0.23504273504273504,0.2140077821011673,0.2240325865580448,257.0
1,0.13425925925925927,0.17575757575757575,0.15223097112860892,165.0
2,0.45244956772334294,0.306640625,0.36554132712456344,512.0
3,0.12951807228915663,0.28859060402684567,0.1787941787941788,149.0
4,0.42857142857142855,0.381294964028777,0.4035532994923858,417.0
accuracy,,,,0.29533333333333334
macro avg,0.2759682125771845,0.2732583101828731,0.2648304726195564,1500.0
weighted avg,0.3414836118956549,0.29533333333333334,0.30984913533204794,1500.0
