,precision,recall,f1-score,support
0.0,0.3484848484848485,0.7666666666666667,0.4791666666666667,30.0
1.0,0.21621621621621623,0.2962962962962963,0.25,27.0
2.0,0.5,0.38461538461538464,0.43478260869565216,26.0
3.0,0.6666666666666666,0.4,0.5,30.0
4.0,0.52,0.4482758620689655,0.48148148148148145,29.0
5.0,0.4166666666666667,0.14285714285714285,0.2127659574468085,35.0
6.0,0.7,0.358974358974359,0.4745762711864407,39.0
7.0,0.41935483870967744,0.4482758620689655,0.43333333333333335,29.0
8.0,0.38461538461538464,0.35714285714285715,0.37037037037037035,28.0
9.0,0.4,0.6666666666666666,0.5,27.0
accuracy,,,,0.42
macro avg,0.45720046213594606,0.4269771097357304,0.41364766891807536,300.0
weighted avg,0.46662079239176013,0.42,0.41261543637665477,300.0
