,precision,recall,f1-score,support
0,0.3448275862068966,0.19230769230769232,0.2469135802469136,52.0
1,0.3541666666666667,0.24285714285714285,0.288135593220339,70.0
2,0.28888888888888886,0.3611111111111111,0.32098765432098764,72.0
3,0.40350877192982454,0.4107142857142857,0.4070796460176991,56.0
4,0.35365853658536583,0.4461538461538462,0.3945578231292517,65.0
5,0.2826086956521739,0.19117647058823528,0.22807017543859648,68.0
6,0.31958762886597936,0.6595744680851063,0.4305555555555555,47.0
7,0.16666666666666666,0.07575757575757576,0.10416666666666666,66.0
8,0.23529411764705882,0.0784313725490196,0.11764705882352941,51.0
9,0.3173076923076923,0.6226415094339622,0.4203821656050955,53.0
accuracy,,,,0.31833333333333336
macro avg,0.3066515251417214,0.3280725474557978,0.2958495919024634,600.0
weighted avg,0.3052705246815013,0.31833333333333336,0.29243827551295437,600.0
