,precision,recall,f1-score,support
0,0.2857142857142857,0.38461538461538464,0.32786885245901637,52.0
1,0.3894736842105263,0.5285714285714286,0.4484848484848485,70.0
2,0.36363636363636365,0.1111111111111111,0.1702127659574468,72.0
3,0.375,0.6428571428571429,0.4736842105263159,56.0
4,0.3,0.18461538461538463,0.2285714285714286,65.0
5,0.4909090909090909,0.39705882352941174,0.43902439024390244,68.0
6,0.3918918918918919,0.6170212765957447,0.4793388429752067,47.0
7,0.75,0.045454545454545456,0.08571428571428572,66.0
8,0.2972972972972973,0.21568627450980393,0.25000000000000006,51.0
9,0.3644859813084112,0.7358490566037735,0.48749999999999993,53.0
accuracy,,,,0.37
macro avg,0.4008408594967867,0.3862840428463731,0.3390399624932451,600.0
weighted avg,0.40763795867657154,0.37,0.3311818742182065,600.0
