,precision,recall,f1-score,support
0,0.5061728395061729,0.6833333333333333,0.5815602836879433,60.0
1,0.5,0.4482758620689655,0.4727272727272727,58.0
2,0.0,0.0,0.0,51.0
3,0.38596491228070173,0.44,0.411214953271028,50.0
4,0.39285714285714285,0.4520547945205479,0.4203821656050955,73.0
5,0.0,0.0,0.0,59.0
6,0.5306122448979592,0.4,0.456140350877193,65.0
7,0.30851063829787234,0.5178571428571429,0.3866666666666667,56.0
8,0.30303030303030304,0.32786885245901637,0.31496062992125984,61.0
9,0.3425925925925926,0.5522388059701493,0.42285714285714293,67.0
accuracy,,,,0.39
macro avg,0.32697406734627443,0.3821628791209155,0.3466509465613602,600.0
weighted avg,0.3342535521076288,0.39,0.35401154621526354,600.0
