,precision,recall,f1-score,support
0,0.43661971830985913,0.5166666666666667,0.4732824427480916,60.0
1,0.3372093023255814,0.5,0.4027777777777778,58.0
2,0.4074074074074074,0.21568627450980393,0.2820512820512821,51.0
3,0.25,0.12,0.16216216216216217,50.0
4,0.5116279069767442,0.6027397260273972,0.5534591194968553,73.0
5,0.36538461538461536,0.3220338983050847,0.34234234234234234,59.0
6,0.5714285714285714,0.36923076923076925,0.4485981308411215,65.0
7,0.41379310344827586,0.42857142857142855,0.42105263157894735,56.0
8,0.23255813953488372,0.16393442622950818,0.1923076923076923,61.0
9,0.4774774774774775,0.7910447761194029,0.5955056179775281,67.0
accuracy,,,,0.41833333333333333
macro avg,0.40035062422934153,0.40299079656600617,0.38735391992838003,600.0
weighted avg,0.4073865639447119,0.41833333333333333,0.39869827766424387,600.0
