,precision,recall,f1-score,support
0,0.9717741935483871,0.7953795379537953,0.8747731397459166,303.0
4,0.8238636363636364,0.9764309764309764,0.8936825885978428,297.0
accuracy,,,,0.885
macro avg,0.8978189149560117,0.8859052571923859,0.8842278641718797,600.0
weighted avg,0.8985584677419354,0.885,0.8841333169276201,600.0
