,precision,recall,f1-score,support
0.0,0.2248062015503876,0.9666666666666667,0.36477987421383645,30.0
1.0,0.25,0.037037037037037035,0.06451612903225806,27.0
2.0,0.16666666666666666,0.038461538461538464,0.0625,26.0
3.0,0.0,0.0,0.0,30.0
4.0,0.0,0.0,0.0,29.0
5.0,0.0,0.0,0.0,35.0
6.0,0.6363636363636364,0.1794871794871795,0.28,39.0
7.0,0.26666666666666666,0.27586206896551724,0.2711864406779661,29.0
8.0,0.18181818181818182,0.14285714285714285,0.16,28.0
9.0,0.1827956989247312,0.6296296296296297,0.2833333333333333,27.0
accuracy,,,,0.22333333333333333
macro avg,0.19091170519902706,0.22700012631047115,0.14863157772573937,300.0
weighted avg,0.20135142497745648,0.22333333333333333,0.1507491282998236,300.0
